F_1,F_3,F_5,F_7,F_6,F_8,Labels
0.0,7.0,0.0,47.0,47.0,7.0,1.0
0.0,0.0,-1.0,74.0,74.0,0.0,4.0
0.0,0.0,5.0,44.0,44.0,0.0,4.0
0.0,0.0,-22.0,88.0,88.0,0.0,1.0
5.0,0.0,3.0,32.0,32.0,0.0,1.0
6.0,3.0,-6.0,33.0,33.0,3.0,1.0
1.0,-1.0,0.0,39.0,39.0,-1.0,1.0
0.0,-1.0,-4.0,59.0,59.0,-1.0,5.0
0.0,8.0,0.0,40.0,40.0,8.0,1.0
0.0,0.0,0.0,101.0,101.0,0.0,1.0
-2.0,1.0,0.0,44.0,44.0,1.0,1.0
0.0,0.0,17.0,33.0,33.0,0.0,5.0
0.0,3.0,-3.0,54.0,54.0,3.0,1.0
1.0,0.0,19.0,28.0,28.0,0.0,4.0
0.0,0.0,-4.0,46.0,46.0,0.0,4.0
5.0,2.0,0.0,43.0,43.0,2.0,1.0
4.0,0.0,0.0,33.0,33.0,0.0,4.0
0.0,3.0,-18.0,50.0,50.0,3.0,5.0
0.0,0.0,-1.0,59.0,59.0,0.0,1.0
0.0,5.0,0.0,58.0,58.0,5.0,1.0
2.0,-6.0,0.0,48.0,48.0,-6.0,1.0
0.0,0.0,-24.0,60.0,60.0,0.0,1.0
0.0,0.0,16.0,64.0,64.0,0.0,1.0
0.0,3.0,15.0,41.0,41.0,3.0,1.0
4.0,0.0,8.0,40.0,40.0,0.0,1.0
0.0,0.0,13.0,97.0,97.0,0.0,4.0
0.0,0.0,4.0,106.0,106.0,0.0,1.0
0.0,1.0,10.0,41.0,41.0,1.0,3.0
0.0,0.0,-12.0,54.0,54.0,0.0,1.0
0.0,0.0,1.0,67.0,67.0,0.0,5.0
0.0,0.0,-22.0,39.0,39.0,0.0,1.0
0.0,0.0,28.0,40.0,40.0,0.0,1.0
1.0,0.0,-3.0,40.0,40.0,0.0,1.0
-1.0,0.0,-18.0,44.0,44.0,0.0,4.0
2.0,0.0,-8.0,112.0,112.0,0.0,1.0
0.0,-3.0,0.0,57.0,57.0,-3.0,1.0
0.0,-2.0,0.0,26.0,26.0,-2.0,1.0
92.0,0.0,0.0,39.0,39.0,0.0,4.0
0.0,-3.0,0.0,44.0,44.0,-3.0,1.0
3.0,0.0,0.0,44.0,44.0,0.0,1.0
0.0,0.0,3.0,41.0,41.0,0.0,4.0
0.0,0.0,-4.0,79.0,79.0,0.0,4.0
5.0,-1.0,0.0,46.0,46.0,-1.0,5.0
0.0,-4.0,0.0,79.0,79.0,-4.0,1.0
0.0,0.0,0.0,38.0,38.0,0.0,4.0
0.0,0.0,14.0,73.0,73.0,0.0,1.0
0.0,0.0,3.0,37.0,37.0,0.0,1.0
1.0,0.0,13.0,35.0,35.0,0.0,5.0
0.0,0.0,10.0,66.0,66.0,0.0,4.0
5.0,0.0,0.0,23.0,23.0,0.0,1.0
2.0,1.0,6.0,30.0,30.0,1.0,1.0
0.0,5.0,0.0,32.0,32.0,5.0,1.0
-2.0,-2.0,0.0,29.0,29.0,-2.0,4.0
5.0,0.0,0.0,86.0,86.0,0.0,1.0
7.0,0.0,0.0,101.0,101.0,0.0,1.0
0.0,0.0,-27.0,42.0,42.0,0.0,5.0
-1.0,-1.0,-2.0,37.0,37.0,-1.0,1.0
0.0,3.0,25.0,31.0,31.0,3.0,1.0
0.0,0.0,-23.0,42.0,42.0,0.0,1.0
0.0,0.0,-5.0,40.0,40.0,0.0,5.0
0.0,0.0,-5.0,69.0,69.0,0.0,4.0
3.0,1.0,0.0,38.0,38.0,1.0,1.0
0.0,2.0,-9.0,41.0,41.0,2.0,1.0
0.0,0.0,8.0,30.0,30.0,0.0,1.0
0.0,0.0,8.0,105.0,105.0,0.0,1.0
0.0,8.0,0.0,126.0,126.0,8.0,1.0
0.0,-2.0,-1.0,95.0,95.0,-2.0,4.0
0.0,0.0,-24.0,40.0,40.0,0.0,5.0
0.0,-1.0,-1.0,35.0,35.0,-1.0,1.0
0.0,1.0,0.0,42.0,42.0,1.0,1.0
0.0,0.0,9.0,97.0,97.0,0.0,1.0
0.0,0.0,25.0,51.0,51.0,0.0,1.0
0.0,0.0,-26.0,55.0,55.0,0.0,1.0
0.0,4.0,-26.0,43.0,43.0,4.0,1.0
-2.0,0.0,16.0,46.0,46.0,0.0,4.0
0.0,3.0,-15.0,79.0,79.0,3.0,1.0
0.0,0.0,15.0,42.0,42.0,0.0,1.0
0.0,0.0,10.0,46.0,46.0,0.0,1.0
0.0,0.0,2.0,25.0,25.0,0.0,1.0
-4.0,0.0,11.0,35.0,35.0,0.0,1.0
3.0,0.0,9.0,30.0,30.0,0.0,3.0
0.0,4.0,-20.0,74.0,74.0,4.0,1.0
1.0,0.0,7.0,86.0,86.0,0.0,1.0
0.0,-2.0,-7.0,68.0,68.0,-2.0,1.0
0.0,0.0,7.0,42.0,42.0,0.0,4.0
9.0,0.0,-9.0,84.0,84.0,0.0,1.0
3.0,0.0,-19.0,31.0,31.0,0.0,1.0
1.0,0.0,2.0,42.0,42.0,0.0,1.0
0.0,-6.0,0.0,58.0,58.0,-6.0,1.0
4.0,0.0,13.0,54.0,54.0,0.0,4.0
0.0,0.0,-3.0,35.0,35.0,0.0,1.0
0.0,0.0,-2.0,59.0,59.0,0.0,4.0
0.0,-2.0,-15.0,37.0,37.0,-2.0,1.0
0.0,0.0,-23.0,44.0,44.0,0.0,4.0
0.0,0.0,12.0,123.0,123.0,0.0,1.0
0.0,1.0,25.0,35.0,35.0,1.0,1.0
1.0,0.0,1.0,28.0,28.0,0.0,1.0
0.0,2.0,-12.0,100.0,100.0,2.0,1.0
0.0,0.0,17.0,34.0,34.0,0.0,1.0
0.0,0.0,19.0,38.0,38.0,0.0,1.0
0.0,0.0,-30.0,46.0,46.0,0.0,1.0
0.0,6.0,0.0,44.0,44.0,6.0,5.0
0.0,6.0,-20.0,90.0,90.0,6.0,1.0
0.0,1.0,-27.0,33.0,33.0,1.0,1.0
1.0,0.0,-4.0,52.0,52.0,0.0,1.0
0.0,0.0,3.0,72.0,72.0,0.0,1.0
0.0,8.0,0.0,43.0,43.0,8.0,1.0
0.0,0.0,0.0,50.0,50.0,0.0,1.0
0.0,-2.0,0.0,40.0,40.0,-2.0,1.0
0.0,0.0,4.0,31.0,31.0,0.0,1.0
5.0,20.0,0.0,82.0,82.0,20.0,1.0
0.0,0.0,5.0,42.0,42.0,0.0,1.0
0.0,0.0,11.0,41.0,41.0,0.0,1.0
0.0,4.0,0.0,50.0,50.0,4.0,1.0
0.0,4.0,0.0,37.0,37.0,4.0,1.0
-1.0,0.0,0.0,27.0,27.0,0.0,4.0
-1.0,-6.0,0.0,44.0,44.0,-6.0,4.0
0.0,0.0,-12.0,37.0,37.0,0.0,1.0
-4.0,0.0,5.0,58.0,58.0,0.0,1.0
4.0,0.0,0.0,40.0,40.0,0.0,1.0
0.0,0.0,-6.0,29.0,29.0,0.0,1.0
3.0,-3.0,0.0,29.0,29.0,-3.0,1.0
0.0,0.0,-20.0,71.0,71.0,0.0,1.0
0.0,0.0,30.0,39.0,39.0,0.0,1.0
3.0,0.0,0.0,44.0,44.0,0.0,1.0
0.0,-5.0,0.0,46.0,46.0,-5.0,1.0
3.0,0.0,2.0,33.0,33.0,0.0,1.0
0.0,0.0,-7.0,77.0,77.0,0.0,1.0
0.0,0.0,18.0,81.0,81.0,0.0,1.0
-4.0,-2.0,-3.0,40.0,40.0,-2.0,1.0
0.0,2.0,-20.0,97.0,97.0,2.0,5.0
0.0,4.0,0.0,85.0,85.0,4.0,5.0
0.0,0.0,-1.0,71.0,71.0,0.0,4.0
2.0,4.0,10.0,39.0,39.0,4.0,1.0
-3.0,0.0,0.0,23.0,23.0,0.0,1.0
-4.0,0.0,0.0,34.0,34.0,0.0,1.0
0.0,0.0,-9.0,28.0,28.0,0.0,1.0
0.0,0.0,19.0,88.0,88.0,0.0,1.0
0.0,-6.0,-5.0,71.0,71.0,-6.0,1.0
0.0,0.0,-30.0,41.0,41.0,0.0,1.0
0.0,0.0,13.0,35.0,35.0,0.0,1.0
0.0,-7.0,0.0,48.0,48.0,-7.0,1.0
0.0,2.0,0.0,34.0,34.0,2.0,1.0
1.0,-2.0,-3.0,37.0,37.0,-2.0,1.0
0.0,-2.0,-7.0,82.0,82.0,-2.0,1.0
0.0,5.0,0.0,35.0,35.0,5.0,1.0
0.0,-2.0,0.0,53.0,53.0,-2.0,4.0
0.0,5.0,0.0,75.0,75.0,5.0,1.0
0.0,8.0,0.0,74.0,74.0,8.0,1.0
1.0,0.0,27.0,57.0,57.0,0.0,1.0
0.0,-4.0,0.0,38.0,38.0,-4.0,1.0
0.0,-3.0,20.0,35.0,35.0,-3.0,5.0
0.0,0.0,16.0,49.0,49.0,0.0,1.0
0.0,0.0,-4.0,38.0,38.0,0.0,1.0
4.0,0.0,11.0,24.0,24.0,0.0,1.0
0.0,0.0,-15.0,60.0,60.0,0.0,1.0
0.0,1.0,-1.0,58.0,58.0,1.0,1.0
-1.0,0.0,0.0,66.0,66.0,0.0,1.0
0.0,-1.0,-4.0,32.0,32.0,-1.0,1.0
0.0,-2.0,-15.0,44.0,44.0,-2.0,1.0
0.0,0.0,13.0,67.0,67.0,0.0,1.0
0.0,-6.0,0.0,38.0,38.0,-6.0,1.0
2.0,0.0,16.0,47.0,47.0,0.0,1.0
2.0,0.0,3.0,36.0,36.0,0.0,1.0
0.0,0.0,10.0,64.0,64.0,0.0,1.0
3.0,0.0,-10.0,34.0,34.0,0.0,1.0
0.0,7.0,0.0,42.0,42.0,7.0,1.0
5.0,0.0,1.0,30.0,30.0,0.0,4.0
0.0,0.0,-9.0,57.0,57.0,0.0,1.0
-4.0,0.0,0.0,34.0,34.0,0.0,1.0
0.0,-4.0,8.0,27.0,27.0,-4.0,1.0
-1.0,1.0,-28.0,91.0,91.0,1.0,4.0
0.0,0.0,-11.0,90.0,90.0,0.0,1.0
0.0,2.0,4.0,74.0,74.0,2.0,1.0
-1.0,0.0,-8.0,58.0,58.0,0.0,1.0
0.0,-2.0,-3.0,37.0,37.0,-2.0,4.0
1.0,0.0,0.0,35.0,35.0,0.0,1.0
0.0,6.0,-7.0,35.0,35.0,6.0,1.0
0.0,7.0,-1.0,44.0,44.0,7.0,1.0
0.0,4.0,-13.0,72.0,72.0,4.0,1.0
-3.0,5.0,0.0,41.0,41.0,5.0,1.0
0.0,1.0,0.0,32.0,32.0,1.0,1.0
-2.0,16.0,0.0,76.0,0.0,0.0,1.0
0.0,0.0,-10.0,41.0,41.0,0.0,1.0
0.0,0.0,-7.0,44.0,44.0,0.0,5.0
0.0,-1.0,-3.0,59.0,59.0,-1.0,1.0
0.0,1.0,0.0,45.0,45.0,1.0,4.0
0.0,0.0,7.0,59.0,59.0,0.0,1.0
0.0,0.0,-3.0,44.0,44.0,0.0,4.0
0.0,0.0,0.0,31.0,31.0,0.0,1.0
0.0,0.0,17.0,57.0,57.0,0.0,1.0
0.0,0.0,-1.0,114.0,114.0,0.0,1.0
0.0,-1.0,-1.0,37.0,37.0,-1.0,1.0
2.0,-1.0,-2.0,44.0,44.0,-1.0,4.0
5.0,0.0,3.0,37.0,37.0,0.0,1.0
0.0,0.0,4.0,36.0,36.0,0.0,1.0
1.0,0.0,10.0,30.0,30.0,0.0,1.0
1.0,7.0,0.0,33.0,33.0,7.0,4.0
0.0,0.0,5.0,37.0,37.0,0.0,4.0
-5.0,0.0,17.0,42.0,42.0,0.0,1.0
-1.0,0.0,-1.0,49.0,49.0,0.0,1.0
0.0,-6.0,-14.0,34.0,34.0,-6.0,1.0
0.0,0.0,-18.0,91.0,91.0,0.0,1.0
0.0,0.0,-11.0,88.0,88.0,0.0,1.0
0.0,-1.0,-6.0,65.0,65.0,-1.0,1.0
-8.0,-13.0,3.0,116.0,116.0,-13.0,1.0
0.0,0.0,18.0,26.0,26.0,0.0,4.0
0.0,0.0,19.0,39.0,39.0,0.0,1.0
1.0,0.0,-16.0,25.0,25.0,0.0,1.0
1.0,-5.0,0.0,39.0,39.0,-5.0,1.0
0.0,1.0,23.0,106.0,106.0,1.0,1.0
0.0,2.0,0.0,88.0,0.0,0.0,1.0
-4.0,-8.0,-21.0,39.0,39.0,-8.0,1.0
0.0,3.0,0.0,57.0,57.0,3.0,1.0
0.0,0.0,-7.0,34.0,34.0,0.0,1.0
0.0,0.0,0.0,28.0,28.0,0.0,5.0
4.0,0.0,0.0,29.0,29.0,0.0,1.0
1.0,3.0,0.0,45.0,45.0,3.0,4.0
0.0,-1.0,-20.0,43.0,43.0,-1.0,1.0
0.0,-2.0,0.0,54.0,54.0,-2.0,1.0
0.0,0.0,-11.0,39.0,39.0,0.0,1.0
-5.0,4.0,-22.0,39.0,39.0,4.0,1.0
-5.0,0.0,-22.0,41.0,41.0,0.0,1.0
0.0,0.0,1.0,48.0,48.0,0.0,1.0
0.0,-4.0,0.0,35.0,35.0,-4.0,1.0
5.0,0.0,11.0,42.0,42.0,0.0,1.0
-5.0,0.0,0.0,26.0,26.0,0.0,1.0
0.0,0.0,26.0,42.0,42.0,0.0,1.0
0.0,-6.0,-7.0,41.0,41.0,-6.0,1.0
-1.0,1.0,15.0,121.0,121.0,1.0,5.0
0.0,6.0,0.0,47.0,47.0,6.0,5.0
0.0,0.0,-17.0,50.0,50.0,0.0,1.0
0.0,0.0,-6.0,80.0,80.0,0.0,1.0
0.0,8.0,-13.0,49.0,49.0,8.0,1.0
-1.0,1.0,-17.0,26.0,26.0,1.0,5.0
0.0,-5.0,0.0,36.0,36.0,-5.0,4.0
-4.0,0.0,14.0,41.0,41.0,0.0,1.0
-5.0,0.0,0.0,26.0,26.0,0.0,1.0
0.0,0.0,-15.0,65.0,65.0,0.0,1.0
0.0,10.0,0.0,99.0,99.0,10.0,1.0
0.0,5.0,-1.0,37.0,37.0,5.0,1.0
0.0,5.0,-2.0,97.0,97.0,5.0,1.0
-1.0,-4.0,0.0,128.0,128.0,-4.0,4.0
0.0,0.0,-9.0,53.0,53.0,0.0,1.0
0.0,0.0,17.0,30.0,30.0,0.0,1.0
0.0,0.0,9.0,37.0,37.0,0.0,1.0
0.0,0.0,-19.0,39.0,39.0,0.0,1.0
0.0,0.0,-17.0,42.0,42.0,0.0,1.0
5.0,1.0,0.0,41.0,41.0,1.0,4.0
0.0,3.0,0.0,43.0,43.0,3.0,1.0
2.0,0.0,-16.0,38.0,38.0,0.0,4.0
0.0,0.0,-6.0,60.0,60.0,0.0,5.0
2.0,-1.0,0.0,26.0,26.0,-1.0,1.0
1.0,0.0,6.0,46.0,46.0,0.0,1.0
0.0,3.0,-10.0,37.0,37.0,3.0,1.0
0.0,1.0,16.0,80.0,0.0,0.0,1.0
0.0,-2.0,0.0,36.0,36.0,-2.0,1.0
0.0,6.0,24.0,39.0,39.0,6.0,1.0
0.0,0.0,-9.0,26.0,26.0,0.0,1.0
2.0,0.0,-1.0,52.0,52.0,0.0,1.0
4.0,0.0,0.0,50.0,50.0,0.0,1.0
0.0,-2.0,0.0,70.0,70.0,-2.0,1.0
0.0,0.0,13.0,86.0,86.0,0.0,4.0
0.0,2.0,0.0,68.0,68.0,2.0,4.0
0.0,0.0,11.0,49.0,49.0,0.0,1.0
-3.0,0.0,-29.0,30.0,30.0,0.0,1.0
0.0,7.0,-1.0,35.0,35.0,7.0,1.0
1.0,2.0,0.0,28.0,28.0,2.0,1.0
0.0,0.0,16.0,43.0,43.0,0.0,4.0
0.0,1.0,-2.0,46.0,46.0,1.0,1.0
1.0,0.0,31.0,30.0,30.0,0.0,1.0
0.0,-2.0,-3.0,45.0,45.0,-2.0,1.0
1.0,0.0,15.0,24.0,24.0,0.0,4.0
0.0,6.0,2.0,31.0,31.0,6.0,1.0
0.0,-1.0,-10.0,69.0,69.0,-1.0,3.0
0.0,5.0,0.0,41.0,41.0,5.0,1.0
0.0,-6.0,0.0,37.0,37.0,-6.0,1.0
0.0,0.0,31.0,75.0,75.0,0.0,1.0
1.0,0.0,20.0,28.0,28.0,0.0,4.0
-1.0,-1.0,0.0,43.0,43.0,-1.0,1.0
0.0,0.0,-25.0,39.0,39.0,0.0,1.0
0.0,-1.0,7.0,36.0,36.0,-1.0,1.0
0.0,-4.0,0.0,35.0,35.0,-4.0,1.0
-1.0,0.0,0.0,43.0,43.0,0.0,1.0
2.0,0.0,23.0,33.0,33.0,0.0,1.0
1.0,0.0,6.0,52.0,52.0,0.0,1.0
2.0,0.0,18.0,37.0,37.0,0.0,1.0
0.0,-7.0,-8.0,41.0,41.0,-7.0,1.0
1.0,0.0,-23.0,36.0,36.0,0.0,1.0
3.0,0.0,0.0,32.0,32.0,0.0,1.0
1.0,1.0,-6.0,33.0,33.0,1.0,1.0
0.0,-1.0,0.0,83.0,83.0,-1.0,1.0
1.0,0.0,2.0,33.0,33.0,0.0,1.0
0.0,0.0,-3.0,65.0,65.0,0.0,1.0
0.0,0.0,27.0,38.0,38.0,0.0,1.0
0.0,-1.0,-4.0,67.0,67.0,-1.0,4.0
0.0,0.0,14.0,31.0,31.0,0.0,1.0
0.0,0.0,-3.0,45.0,45.0,0.0,1.0
0.0,0.0,-9.0,39.0,39.0,0.0,5.0
-1.0,-6.0,-9.0,41.0,41.0,-6.0,1.0
0.0,0.0,20.0,123.0,123.0,0.0,1.0
3.0,1.0,0.0,52.0,52.0,1.0,4.0
0.0,0.0,-4.0,57.0,57.0,0.0,4.0
0.0,-1.0,-1.0,44.0,44.0,-1.0,1.0
0.0,0.0,10.0,41.0,41.0,0.0,4.0
0.0,2.0,0.0,88.0,0.0,0.0,1.0
4.0,0.0,0.0,41.0,41.0,0.0,1.0
0.0,0.0,31.0,40.0,40.0,0.0,1.0
5.0,0.0,0.0,47.0,47.0,0.0,1.0
0.0,0.0,-27.0,37.0,37.0,0.0,5.0
0.0,0.0,-12.0,40.0,40.0,0.0,1.0
0.0,-2.0,-5.0,78.0,78.0,-2.0,4.0
0.0,2.0,9.0,58.0,58.0,2.0,1.0
0.0,0.0,-15.0,90.0,90.0,0.0,1.0
0.0,6.0,6.0,127.0,127.0,6.0,1.0
1.0,-3.0,0.0,32.0,32.0,-3.0,1.0
0.0,0.0,5.0,45.0,45.0,0.0,4.0
0.0,0.0,-12.0,52.0,52.0,0.0,4.0
5.0,0.0,0.0,26.0,26.0,0.0,5.0
0.0,2.0,26.0,35.0,35.0,2.0,1.0
-4.0,0.0,0.0,36.0,36.0,0.0,1.0
-3.0,0.0,0.0,26.0,26.0,0.0,1.0
-1.0,0.0,9.0,42.0,42.0,0.0,1.0
0.0,-1.0,30.0,34.0,34.0,-1.0,4.0
0.0,2.0,0.0,50.0,50.0,2.0,1.0
4.0,0.0,0.0,35.0,35.0,0.0,1.0
0.0,0.0,0.0,96.0,96.0,0.0,1.0
0.0,9.0,-1.0,55.0,55.0,9.0,1.0
0.0,0.0,-25.0,53.0,53.0,0.0,4.0
0.0,7.0,-1.0,40.0,40.0,7.0,1.0
3.0,0.0,3.0,37.0,37.0,0.0,1.0
2.0,0.0,25.0,36.0,36.0,0.0,1.0
1349.0,4.0,5.0,40.0,40.0,4.0,1.0
1.0,0.0,0.0,30.0,30.0,0.0,1.0
0.0,0.0,-15.0,59.0,59.0,0.0,1.0
0.0,0.0,12.0,50.0,50.0,0.0,1.0
0.0,0.0,11.0,34.0,34.0,0.0,4.0
1.0,2.0,0.0,41.0,41.0,2.0,1.0
0.0,0.0,24.0,48.0,48.0,0.0,4.0
0.0,0.0,-10.0,48.0,48.0,0.0,1.0
0.0,0.0,0.0,70.0,70.0,0.0,4.0
0.0,1.0,6.0,77.0,77.0,1.0,4.0
0.0,0.0,5.0,77.0,77.0,0.0,4.0
0.0,0.0,8.0,87.0,87.0,0.0,1.0
1.0,0.0,5.0,40.0,40.0,0.0,1.0
3.0,0.0,-2.0,40.0,40.0,0.0,4.0
-2.0,0.0,-12.0,39.0,39.0,0.0,1.0
3.0,0.0,9.0,51.0,51.0,0.0,4.0
0.0,0.0,0.0,46.0,46.0,0.0,1.0
5.0,1.0,-17.0,33.0,33.0,1.0,1.0
0.0,4.0,-12.0,48.0,48.0,4.0,1.0
0.0,7.0,0.0,57.0,57.0,7.0,1.0
-2.0,0.0,7.0,35.0,35.0,0.0,1.0
0.0,0.0,-5.0,53.0,53.0,0.0,1.0
-5.0,0.0,0.0,88.0,88.0,0.0,5.0
-3.0,0.0,13.0,41.0,41.0,0.0,1.0
0.0,0.0,-26.0,37.0,37.0,0.0,1.0
0.0,2.0,0.0,28.0,28.0,2.0,1.0
0.0,0.0,-24.0,30.0,30.0,0.0,1.0
0.0,0.0,6.0,57.0,57.0,0.0,1.0
0.0,0.0,0.0,43.0,43.0,0.0,1.0
0.0,2.0,0.0,67.0,67.0,2.0,1.0
0.0,-1.0,0.0,95.0,95.0,-1.0,1.0
0.0,1.0,0.0,32.0,32.0,1.0,1.0
3.0,0.0,0.0,40.0,40.0,0.0,1.0
0.0,-1.0,11.0,40.0,40.0,-1.0,5.0
0.0,-4.0,0.0,30.0,30.0,-4.0,1.0
0.0,6.0,3.0,34.0,34.0,6.0,4.0
0.0,0.0,31.0,41.0,41.0,0.0,1.0
-4.0,-2.0,0.0,35.0,35.0,-2.0,5.0
3.0,0.0,0.0,55.0,55.0,0.0,1.0
0.0,0.0,11.0,26.0,26.0,0.0,5.0
0.0,-5.0,0.0,63.0,63.0,-5.0,1.0
-1.0,0.0,-12.0,35.0,35.0,0.0,1.0
0.0,-2.0,-2.0,41.0,41.0,-2.0,1.0
1.0,-7.0,0.0,37.0,37.0,-7.0,4.0
0.0,5.0,-1.0,63.0,63.0,5.0,1.0
0.0,0.0,-16.0,30.0,30.0,0.0,1.0
0.0,5.0,24.0,45.0,45.0,5.0,1.0
0.0,-4.0,-27.0,38.0,38.0,-4.0,4.0
0.0,0.0,-13.0,57.0,57.0,0.0,1.0
0.0,0.0,-1.0,43.0,43.0,0.0,1.0
0.0,8.0,-22.0,83.0,83.0,8.0,4.0
0.0,3.0,0.0,58.0,58.0,3.0,1.0
3.0,0.0,0.0,46.0,46.0,0.0,1.0
0.0,0.0,-27.0,38.0,38.0,0.0,1.0
0.0,0.0,-4.0,28.0,28.0,0.0,1.0
0.0,-3.0,14.0,67.0,67.0,-3.0,4.0
0.0,0.0,-4.0,39.0,39.0,0.0,1.0
-5.0,0.0,0.0,34.0,34.0,0.0,1.0
1.0,0.0,13.0,35.0,35.0,0.0,1.0
0.0,0.0,-2.0,51.0,51.0,0.0,4.0
0.0,0.0,-11.0,67.0,67.0,0.0,1.0
-2.0,0.0,0.0,34.0,34.0,0.0,1.0
0.0,-1.0,-3.0,52.0,52.0,-1.0,1.0
1.0,0.0,-19.0,42.0,42.0,0.0,1.0
0.0,0.0,28.0,75.0,75.0,0.0,1.0
0.0,0.0,-4.0,94.0,94.0,0.0,1.0
-3.0,0.0,0.0,48.0,48.0,0.0,1.0
0.0,-1.0,-2.0,37.0,37.0,-1.0,1.0
0.0,0.0,17.0,39.0,39.0,0.0,1.0
5.0,0.0,0.0,30.0,30.0,0.0,1.0
0.0,0.0,-4.0,63.0,63.0,0.0,1.0
0.0,0.0,-19.0,38.0,38.0,0.0,1.0
-1.0,-3.0,-10.0,54.0,54.0,-3.0,1.0
0.0,0.0,-5.0,99.0,99.0,0.0,1.0
0.0,3.0,-15.0,100.0,100.0,3.0,4.0
0.0,0.0,25.0,54.0,54.0,0.0,1.0
0.0,0.0,-6.0,34.0,34.0,0.0,1.0
0.0,0.0,22.0,33.0,33.0,0.0,4.0
0.0,-3.0,1.0,39.0,39.0,-3.0,1.0
0.0,1.0,0.0,88.0,88.0,1.0,1.0
0.0,0.0,29.0,39.0,39.0,0.0,1.0
0.0,0.0,7.0,41.0,41.0,0.0,1.0
0.0,0.0,10.0,81.0,0.0,0.0,1.0
2.0,0.0,0.0,44.0,44.0,0.0,1.0
-1.0,-1.0,0.0,36.0,36.0,-1.0,1.0
-40.0,0.0,-18.0,42.0,42.0,0.0,1.0
4.0,0.0,0.0,58.0,58.0,0.0,4.0
0.0,0.0,-23.0,72.0,72.0,0.0,1.0
-3.0,0.0,14.0,32.0,32.0,0.0,1.0
-1.0,0.0,-1.0,64.0,64.0,0.0,1.0
0.0,0.0,-25.0,50.0,50.0,0.0,4.0
0.0,-3.0,1.0,60.0,60.0,-3.0,1.0
0.0,0.0,0.0,71.0,71.0,0.0,1.0
0.0,0.0,26.0,35.0,35.0,0.0,4.0
0.0,0.0,6.0,83.0,83.0,0.0,1.0
2.0,0.0,0.0,40.0,40.0,0.0,5.0
2.0,0.0,0.0,31.0,31.0,0.0,1.0
0.0,0.0,5.0,55.0,55.0,0.0,1.0
0.0,0.0,-13.0,103.0,103.0,0.0,1.0
0.0,0.0,-3.0,35.0,35.0,0.0,1.0
0.0,0.0,12.0,33.0,33.0,0.0,1.0
0.0,0.0,-15.0,29.0,29.0,0.0,4.0
0.0,0.0,-16.0,37.0,37.0,0.0,1.0
-1.0,0.0,0.0,33.0,33.0,0.0,1.0
0.0,0.0,-7.0,50.0,50.0,0.0,1.0
-1.0,-1.0,0.0,49.0,49.0,-1.0,1.0
0.0,0.0,254.0,39.0,39.0,0.0,1.0
0.0,0.0,21.0,58.0,58.0,0.0,1.0
0.0,0.0,-5.0,73.0,73.0,0.0,4.0
0.0,0.0,24.0,30.0,30.0,0.0,1.0
1.0,-7.0,-7.0,91.0,91.0,-7.0,4.0
0.0,1.0,-21.0,41.0,41.0,1.0,1.0
3.0,0.0,2.0,26.0,26.0,0.0,4.0
0.0,0.0,-1.0,83.0,83.0,0.0,1.0
0.0,0.0,-13.0,62.0,62.0,0.0,1.0
1.0,0.0,-4.0,40.0,40.0,0.0,5.0
-1.0,0.0,0.0,51.0,51.0,0.0,4.0
-1.0,0.0,0.0,47.0,47.0,0.0,1.0
0.0,5.0,-10.0,90.0,90.0,5.0,1.0
0.0,-1.0,-5.0,69.0,69.0,-1.0,1.0
0.0,0.0,-9.0,44.0,44.0,0.0,1.0
0.0,-5.0,-7.0,84.0,84.0,-5.0,1.0
2.0,0.0,1.0,30.0,30.0,0.0,1.0
0.0,0.0,16.0,36.0,36.0,0.0,1.0
1.0,0.0,0.0,42.0,42.0,0.0,4.0
0.0,-1.0,7.0,59.0,59.0,-1.0,1.0
-1.0,0.0,7.0,42.0,42.0,0.0,1.0
-1.0,0.0,0.0,71.0,71.0,0.0,1.0
0.0,0.0,34.0,46.0,46.0,0.0,5.0
0.0,0.0,-11.0,58.0,58.0,0.0,1.0
0.0,3.0,31.0,39.0,39.0,3.0,1.0
-4.0,0.0,0.0,44.0,44.0,0.0,1.0
0.0,0.0,-1.0,38.0,38.0,0.0,1.0
0.0,0.0,-14.0,33.0,33.0,0.0,1.0
-3.0,6.0,0.0,33.0,33.0,6.0,1.0
0.0,0.0,6.0,48.0,48.0,0.0,1.0
-5.0,1.0,0.0,56.0,56.0,1.0,4.0
-4.0,5.0,0.0,46.0,46.0,5.0,1.0
-1.0,0.0,-17.0,35.0,35.0,0.0,1.0
0.0,0.0,15.0,75.0,75.0,0.0,1.0
0.0,0.0,-12.0,105.0,105.0,0.0,1.0
0.0,0.0,-15.0,70.0,70.0,0.0,1.0
0.0,-5.0,0.0,35.0,35.0,-5.0,1.0
0.0,0.0,17.0,86.0,86.0,0.0,4.0
1.0,0.0,-11.0,35.0,35.0,0.0,4.0
0.0,0.0,4.0,97.0,97.0,0.0,1.0
-1.0,-4.0,-7.0,69.0,69.0,-4.0,4.0
-4.0,0.0,0.0,40.0,40.0,0.0,4.0
2.0,0.0,8.0,44.0,44.0,0.0,1.0
5.0,0.0,11.0,29.0,29.0,0.0,1.0
0.0,3.0,-4.0,40.0,40.0,3.0,1.0
1.0,0.0,9.0,32.0,32.0,0.0,1.0
